AreaCode,AreaName,Date,CumulatedCase,CumulatedDeath,CumulatedFirstVaccin
E12000003,Yorkshire and The Humber,13/1/2022,1276959,15536,
E12000004,East Midlands,13/1/2022,1098416,13890,
E12000005,West Midlands,13/1/2022,1320266,18198,
E12000006,East of England,13/1/2022,1325464,17278,
E12000007,London,13/1/2022,2060180,22056,
E12000008,South East,13/1/2022,1907801,23607,
E12000009,South West,13/1/2022,1053033,10041,
K02000001,United Kingdom,13/1/2022,22313,179762,52051876
E12000001,North East,12/1/2022,656347,8329,
E12000002,North West,12/1/2022,1866738,24216,
E12000003,Yorkshire and The Humber,12/1/2022,1266927,15518,
E12000004,East Midlands,12/1/2022,1090198,13874,
E12000005,West Midlands,12/1/2022,1309673,18175,
E12000006,East of England,12/1/2022,1316235,17256,
E12000007,London,12/1/2022,2046242,22020,
E12000008,South East,12/1/2022,1894049,23586,
E12000009,South West,12/1/2022,1045835,10032,
K02000001,United Kingdom,12/1/2022,22155.4,179528,52031355
E12000001,North East,11/1/2022,646360,8311,
E12000002,North West,11/1/2022,1847587,24183,
E12000003,Yorkshire and The Humber,11/1/2022,1253242,15495,
E12000004,East Midlands,11/1/2022,1081384,13860,
E12000005,West Midlands,11/1/2022,1294859,18158,
E12000006,East of England,11/1/2022,1306117,17243,
E12000007,London,11/1/2022,2030789,21990,
E12000008,South East,11/1/2022,1879443,23556,
E12000009,South West,11/1/2022,1037066,10015,
K02000001,United Kingdom,11/1/2022,21962.3,179293,52011835
E12000001,North East,10/1/2022,638726,8303,
E12000002,North West,10/1/2022,1831550,24154,
E12000003,Yorkshire and The Humber,10/1/2022,1237376,15473,
E12000004,East Midlands,10/1/2022,1072758,13836,
E12000005,West Midlands,10/1/2022,1283067,18136,
E12000006,East of England,10/1/2022,1297265,17215,
E12000007,London,10/1/2022,2018480,21951,
E12000008,South East,10/1/2022,1868477,23538,
E12000009,South West,10/1/2022,1030785,10006,
K02000001,United Kingdom,10/1/2022,21790.5,179063,51992559
E12000001,North East,9/1/2022,630526,8291,
E12000002,North West,9/1/2022,1810066,24124,
E12000003,Yorkshire and The Humber,9/1/2022,1220174,15450,
E12000004,East Midlands,9/1/2022,1063436,13817,
E12000005,West Midlands,9/1/2022,1270225,18114,
E12000006,East of England,9/1/2022,1287147,17186,
E12000007,London,9/1/2022,2003245,21921,
E12000008,South East,9/1/2022,1855785,23521,
E12000009,South West,9/1/2022,1022846,9993,
K02000001,United Kingdom,9/1/2022,21578.6,178826,51974605
E12000001,North East,8/1/2022,620359,8283,
E12000002,North West,8/1/2022,1789812,24086,
E12000003,Yorkshire and The Humber,8/1/2022,1206994,15431,
E12000004,East Midlands,8/1/2022,1052589,13798,
E12000005,West Midlands,8/1/2022,1255665,18094,
E12000006,East of England,8/1/2022,1276666,17171,
E12000007,London,8/1/2022,1986752,21886,
E12000008,South East,8/1/2022,1840046,23493,
E12000009,South West,8/1/2022,1014285,9978,
K02000001,United Kingdom,8/1/2022,21367.8,178588,51952400
E12000001,North East,7/1/2022,613152,8274,
E12000002,North West,7/1/2022,1771466,24046,
E12000003,Yorkshire and The Humber,7/1/2022,1194991,15416,
E12000004,East Midlands,7/1/2022,1042185,13783,
E12000005,West Midlands,7/1/2022,1242298,18076,
E12000006,East of England,7/1/2022,1263855,17148,
E12000007,London,7/1/2022,1965899,21854,
E12000008,South East,7/1/2022,1821089,23475,
E12000009,South West,7/1/2022,1005026,9966,
K02000001,United Kingdom,7/1/2022,21158.3,178379,51920711
E12000001,North East,6/1/2022,602990,8269,
E12000002,North West,6/1/2022,1747451,24008,
E12000003,Yorkshire and The Humber,6/1/2022,1179280,15388,
E12000004,East Midlands,6/1/2022,1030541,13763,
E12000005,West Midlands,6/1/2022,1225914,18053,
E12000006,East of England,6/1/2022,1249116,17130,
E12000007,London,6/1/2022,1944341,21826,
E12000008,South East,6/1/2022,1798452,23451,
E12000009,South West,6/1/2022,993972,9951,
K02000001,United Kingdom,6/1/2022,20892.7,178158,51897289
E12000001,North East,5/1/2022,592993,8262,
E12000002,North West,5/1/2022,1721480,23968,
E12000003,Yorkshire and The Humber,5/1/2022,1163581,15374,
E12000004,East Midlands,5/1/2022,1018233,13749,
E12000005,West Midlands,5/1/2022,1207609,18029,
E12000006,East of England,5/1/2022,1234871,17112,
E12000007,London,5/1/2022,1922487,21790,
E12000008,South East,5/1/2022,1778506,23437,
E12000009,South West,5/1/2022,981188,9942,
K02000001,United Kingdom,5/1/2022,20624.7,177945,51874548
E12000001,North East,4/1/2022,583084,8256,
E12000002,North West,4/1/2022,1701724,23939,
E12000003,Yorkshire and The Humber,4/1/2022,1148454,15361,
E12000004,East Midlands,4/1/2022,1003902,13736,
E12000005,West Midlands,4/1/2022,1189593,18017,
E12000006,East of England,4/1/2022,1219729,17086,
E12000007,London,4/1/2022,1899929,21766,
E12000008,South East,4/1/2022,1757699,23417,
E12000009,South West,4/1/2022,969195,9931,
K02000001,United Kingdom,4/1/2022,20335.8,177770,51845518
E12000001,North East,3/1/2022,572832,8249,
E12000002,North West,3/1/2022,1672364,23915,
E12000003,Yorkshire and The Humber,3/1/2022,1133864,15350,
E12000004,East Midlands,3/1/2022,990727,13717,
E12000005,West Midlands,3/1/2022,1176073,17996,
E12000006,East of England,3/1/2022,1204566,17068,
E12000007,London,3/1/2022,1878402,21741,
E12000008,South East,3/1/2022,1739167,23399,
E12000009,South West,3/1/2022,957425,9923,
K02000001,United Kingdom,3/1/2022,20009.8,177573,51820652
E12000001,North East,2/1/2022,565521,8241,
E12000002,North West,2/1/2022,1648181,23893,
E12000003,Yorkshire and The Humber,2/1/2022,1119000,15337,
E12000004,East Midlands,2/1/2022,977195,13708,
E12000005,West Midlands,2/1/2022,1161814,17981,
E12000006,East of England,2/1/2022,1188895,17053,
E12000007,London,2/1/2022,1858322,21711,
E12000008,South East,2/1/2022,1721972,23380,
E12000009,South West,2/1/2022,949060,9905,
K02000001,United Kingdom,2/1/2022,19776.7,177399,51801494
E12000001,North East,1/1/2022,558047,8239,
E12000002,North West,1/1/2022,1628806,23874,
E12000003,Yorkshire and The Humber,1/1/2022,1104702,15322,
E12000004,East Midlands,1/1/2022,967622,13696,
E12000005,West Midlands,1/1/2022,1150426,17965,
E12000006,East of England,1/1/2022,1176339,17036,
E12000007,London,1/1/2022,1838371,21671,
E12000008,South East,1/1/2022,1705939,23367,
E12000009,South West,1/1/2022,939723,9898,
K02000001,United Kingdom,1/1/2022,19554.6,177232,51789045
